vehicle_id,vehicle_tier,driver_name,route,speed_kmh,fuel_level_pct,fuel_efficiency_kmpl,engine_health_score,cargo_weight_kg,engine_rpm,speed_category,fuel_status,is_night_shift,is_anomaly,alert_severity
GT-038,NEW,Mukesh Singh,Kolhapur-Mumbai,30.89,55.15,33.14,95.4,8841,1557,MODERATE,NORMAL,0,0,NONE
GT-007,OLD,Rajesh Kumar,Pune-Kolhapur,114.41,25.05,30.76,69.2,9636,3717,OVERSPEEDING,LOW,1,1,CRITICAL
GT-024,MID,Umesh Kapoor,Mumbai-Solapur,75.48,60.7,29.85,82.7,5235,2711,FAST,NORMAL,0,0,NONE
GT-005,OLD,Satish Kumar,Nashik-Aurangabad,45.37,64.74,14.88,69.4,5423,3688,MODERATE,NORMAL,0,0,NONE
GT-006,OLD,Rajesh Kumar,Pune-Kolhapur,92.76,16.86,23.8,67.5,8777,3621,OVERSPEEDING,CRITICAL,1,0,NONE
GT-030,MID,Girish Patil,Pune-Kolhapur,95.72,72.17,49.62,86.9,1596,2479,OVERSPEEDING,NORMAL,1,0,NONE
GT-027,MID,Ravi Patel,Pune-Kolhapur,111.62,42.8,41.65,88.7,8486,2209,OVERSPEEDING,LOW,1,1,CRITICAL
GT-023,MID,Vinod Yadav,Mumbai-Aurangabad,56.93,36.3,24.35,76.0,6305,2797,MODERATE,LOW,0,0,NONE
GT-030,MID,Dinesh Shukla,Goa-Pune,44.56,71.49,14.71,89.2,2361,1827,MODERATE,NORMAL,0,0,NONE
GT-037,NEW,Umesh Kapoor,Mumbai-Pune,35.13,82.38,18.7,100.0,4951,917,MODERATE,NORMAL,0,0,NONE
GT-032,MID,Manoj Gupta,Mumbai-Nashik,61.96,74.43,21.47,77.9,3222,2610,FAST,NORMAL,0,0,NONE
GT-043,NEW,Girish Patil,Mumbai-Aurangabad,60.95,82.1,39.66,89.7,6878,1565,FAST,NORMAL,0,0,NONE
GT-007,OLD,Girish Patil,Solapur-Nagpur,90.48,38.05,25.58,63.0,9892,3435,OVERSPEEDING,LOW,1,0,NONE
GT-026,MID,Anil Dubey,Nashik-Aurangabad,52.43,60.83,18.05,92.8,7850,1904,MODERATE,NORMAL,0,0,NONE
GT-014,OLD,Rajesh Kumar,Aurangabad-Kolhapur,111.99,33.55,19.68,77.2,8995,2521,OVERSPEEDING,LOW,1,1,CRITICAL
GT-009,OLD,Girish Patil,Mumbai-Pune,80.62,25.94,16.41,67.8,3700,3775,FAST,LOW,1,0,NONE
GT-007,OLD,Pradeep Nair,Goa-Pune,70.43,24.57,12.63,77.0,4488,3754,FAST,LOW,0,0,NONE
GT-023,MID,Ganesh Rao,Nashik-Nagpur,36.61,32.03,18.96,85.2,8678,2645,MODERATE,LOW,0,0,NONE
GT-034,MID,Dinesh Shukla,Mumbai-Solapur,54.46,73.31,35.5,78.6,5131,2140,MODERATE,NORMAL,0,0,NONE
GT-023,MID,Sanjay Mishra,Nashik-Nagpur,101.39,79.49,45.45,80.2,3147,2648,OVERSPEEDING,NORMAL,1,1,WARNING
GT-046,NEW,Mukesh Singh,Mumbai-Goa,105.41,61.06,71.37,96.7,9245,1689,OVERSPEEDING,NORMAL,1,1,WARNING
GT-005,OLD,Rajesh Kumar,Pune-Nagpur,91.92,20.95,17.83,76.0,5520,3369,OVERSPEEDING,LOW,1,0,NONE
GT-023,MID,Santosh Joshi,Mumbai-Pune,55.76,31.92,17.37,80.7,9361,2350,MODERATE,LOW,0,0,NONE
GT-014,OLD,Prakash Nair,Nashik-Aurangabad,119.87,54.21,19.31,75.5,3607,2989,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-009,OLD,Pradeep Nair,Pune-Nagpur,106.19,61.58,21.02,73.7,2483,3796,OVERSPEEDING,NORMAL,1,1,WARNING
GT-023,MID,Dinesh Shukla,Mumbai-Aurangabad,33.15,46.58,14.71,75.9,874,2574,MODERATE,LOW,0,0,NONE
GT-039,NEW,Naresh Bhatia,Mumbai-Nagpur,75.3,91.45,40.88,99.3,1211,1140,FAST,NORMAL,1,0,NONE
GT-025,MID,Harish Tomar,Solapur-Nagpur,103.5,51.8,33.8,83.2,4248,2089,OVERSPEEDING,NORMAL,1,1,WARNING
GT-011,OLD,Dinesh Shukla,Aurangabad-Kolhapur,108.24,32.0,21.85,75.0,8643,3180,OVERSPEEDING,LOW,1,1,WARNING
GT-021,MID,Prem Chauhan,Aurangabad-Kolhapur,89.65,74.98,33.19,81.0,6346,2516,FAST,NORMAL,1,0,NONE
GT-026,MID,Rohit Chauhan,Mumbai-Aurangabad,74.13,30.66,30.09,80.1,4092,2227,FAST,LOW,0,0,NONE
GT-029,MID,Umesh Kapoor,Aurangabad-Kolhapur,97.28,54.56,58.74,84.3,4439,2590,OVERSPEEDING,NORMAL,1,0,NONE
GT-027,MID,Vinod Yadav,Nashik-Nagpur,71.76,55.4,34.97,89.6,4964,2692,FAST,NORMAL,0,0,NONE
GT-027,MID,Amit Singh,Pune-Aurangabad,72.19,38.13,23.09,81.6,7845,2669,FAST,LOW,0,0,NONE
GT-009,OLD,Satish Kumar,Pune-Nashik,43.48,47.32,7.08,66.8,7085,3563,MODERATE,LOW,0,0,NONE
GT-027,MID,Ramesh Pandey,Nashik-Nagpur,43.27,34.49,13.37,86.9,6396,2466,MODERATE,LOW,0,0,NONE
GT-027,MID,Rakesh Gupta,Mumbai-Pune,74.95,58.05,33.96,89.2,2554,2350,FAST,NORMAL,0,0,NONE
GT-028,MID,Dinesh Shukla,Nashik-Aurangabad,98.82,41.76,46.24,85.8,8249,2309,OVERSPEEDING,LOW,1,0,NONE
GT-039,NEW,Manoj Gupta,Solapur-Nagpur,102.08,66.37,78.1,93.6,2703,1120,OVERSPEEDING,NORMAL,1,1,WARNING
GT-002,OLD,Deepak Tiwari,Nashik-Aurangabad,49.32,57.48,13.01,68.4,6928,3775,MODERATE,NORMAL,0,0,NONE
GT-035,MID,Bharat Sharma,Aurangabad-Kolhapur,63.05,33.36,34.23,88.2,7661,2630,FAST,LOW,0,0,NONE
GT-035,MID,Rohit Chauhan,Kolhapur-Mumbai,83.81,44.59,27.14,87.0,1739,2556,FAST,LOW,1,0,NONE
GT-021,MID,Lokesh Verma,Pune-Aurangabad,68.24,77.62,27.59,77.9,2203,2314,FAST,NORMAL,0,0,NONE
GT-037,NEW,Ganesh Rao,Pune-Aurangabad,70.05,65.32,45.55,99.3,7193,1260,FAST,NORMAL,0,0,NONE
GT-025,MID,Harish Tomar,Mumbai-Solapur,49.95,42.92,20.51,85.9,6180,1834,MODERATE,LOW,0,0,NONE
GT-031,MID,Harish Tomar,Pune-Solapur,79.3,77.9,32.55,80.7,3381,2819,FAST,NORMAL,1,0,NONE
GT-029,MID,Pradeep Nair,Nagpur-Aurangabad,103.55,42.05,46.23,85.2,4967,2874,OVERSPEEDING,LOW,1,1,WARNING
GT-018,MID,Santosh Joshi,Mumbai-Solapur,54.08,51.75,29.5,84.6,4025,2354,MODERATE,NORMAL,0,0,NONE
GT-012,OLD,Girish Patil,Aurangabad-Kolhapur,83.71,62.23,16.28,79.7,4218,3264,FAST,NORMAL,0,0,NONE
GT-011,OLD,Mahesh Iyer,Pune-Nashik,53.21,51.47,17.11,78.6,9829,3147,MODERATE,NORMAL,0,0,NONE
GT-047,NEW,Rakesh Gupta,Pune-Nagpur,43.0,93.05,29.23,88.7,5363,2136,MODERATE,NORMAL,0,0,NONE
GT-022,MID,Vinod Yadav,Pune-Nagpur,49.42,34.41,19.32,73.0,2394,2727,MODERATE,LOW,0,0,NONE
GT-050,NEW,Manoj Gupta,Nashik-Aurangabad,108.59,96.18,63.21,92.8,4793,1905,OVERSPEEDING,NORMAL,1,1,WARNING
GT-044,NEW,Girish Patil,Nashik-Nagpur,81.94,91.03,45.98,89.6,8954,1980,FAST,NORMAL,0,0,NONE
GT-033,MID,Prakash Nair,Mumbai-Nashik,34.29,36.42,15.49,78.6,2453,2841,MODERATE,LOW,0,0,NONE
GT-022,MID,Bharat Sharma,Nashik-Nagpur,89.16,78.57,27.43,82.1,8175,2508,FAST,NORMAL,1,0,NONE
GT-007,OLD,Ganesh Rao,Mumbai-Solapur,114.02,58.93,24.98,64.8,4428,3706,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-038,NEW,Rakesh Gupta,Aurangabad-Kolhapur,112.89,63.55,68.46,97.1,796,1257,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-032,MID,Pradeep Nair,Kolhapur-Mumbai,32.73,30.44,20.65,80.9,9662,2864,MODERATE,LOW,0,0,NONE
GT-028,MID,Ganesh Rao,Nagpur-Aurangabad,44.68,42.56,17.65,75.6,3719,2753,MODERATE,LOW,0,0,NONE
GT-038,NEW,Suresh Yadav,Mumbai-Aurangabad,58.89,59.66,32.34,96.3,784,1148,MODERATE,NORMAL,0,0,NONE
GT-028,MID,Umesh Kapoor,Mumbai-Pune,80.61,79.63,25.0,84.5,9622,2482,FAST,NORMAL,0,0,NONE
GT-002,OLD,Deepak Tiwari,Nashik-Aurangabad,45.63,16.41,7.9,69.6,4924,3637,MODERATE,CRITICAL,0,0,NONE
GT-014,OLD,Umesh Kapoor,Mumbai-Nagpur,118.44,56.17,23.55,70.8,508,2821,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-030,MID,Umesh Kapoor,Pune-Solapur,42.32,36.09,16.25,93.7,9720,2085,MODERATE,LOW,0,0,NONE
GT-048,NEW,Harish Tomar,Pune-Nashik,48.62,67.22,49.51,92.2,1614,1528,MODERATE,NORMAL,0,0,NONE
GT-022,MID,Dinesh Shukla,Goa-Pune,72.0,63.74,26.44,83.4,9553,2854,FAST,NORMAL,1,0,NONE
GT-002,OLD,Dinesh Shukla,Pune-Aurangabad,76.64,52.28,18.55,77.2,7194,3183,FAST,NORMAL,1,0,NONE
GT-044,NEW,Umesh Kapoor,Nagpur-Aurangabad,92.44,58.14,56.89,100.0,7196,1755,OVERSPEEDING,NORMAL,1,0,NONE
GT-020,MID,Mukesh Singh,Mumbai-Goa,118.21,41.47,56.1,82.2,1648,2769,OVERSPEEDING,LOW,1,1,CRITICAL
GT-046,NEW,Lokesh Verma,Pune-Aurangabad,46.56,80.35,31.93,95.2,4177,1739,MODERATE,NORMAL,0,0,NONE
GT-021,MID,Mahesh Iyer,Pune-Kolhapur,74.71,37.57,23.76,78.5,3031,2361,FAST,LOW,1,0,NONE
GT-003,OLD,Ramesh Pandey,Mumbai-Aurangabad,47.84,56.87,15.45,67.1,5461,3342,MODERATE,NORMAL,0,0,NONE
GT-001,OLD,Naresh Bhatia,Pune-Nashik,57.97,30.83,9.56,71.2,7244,2607,MODERATE,LOW,0,0,NONE
GT-029,MID,Vikram Sharma,Mumbai-Aurangabad,73.4,49.11,47.54,94.7,7077,2632,FAST,LOW,1,0,NONE
GT-025,MID,Vikram Sharma,Pune-Nashik,118.66,44.29,35.16,83.3,6908,2036,OVERSPEEDING,LOW,1,1,CRITICAL
GT-022,MID,Lokesh Verma,Nashik-Nagpur,90.97,76.17,38.5,80.0,5275,2901,OVERSPEEDING,NORMAL,1,0,NONE
GT-009,OLD,Navin Joshi,Mumbai-Goa,66.4,33.69,12.85,69.6,3537,3679,FAST,LOW,0,0,NONE
GT-023,MID,Ramesh Pandey,Solapur-Nagpur,62.98,51.42,24.5,85.2,1096,2822,FAST,NORMAL,0,0,NONE
GT-002,OLD,Santosh Joshi,Pune-Solapur,80.64,54.19,25.59,63.0,9782,3764,FAST,NORMAL,0,0,NONE
GT-011,OLD,Vikram Sharma,Pune-Aurangabad,45.54,30.43,11.7,78.3,1762,3148,MODERATE,LOW,0,0,NONE
GT-012,OLD,Satish Kumar,Mumbai-Solapur,70.99,64.64,12.83,79.6,5980,3083,FAST,NORMAL,1,0,NONE
GT-024,MID,Anil Dubey,Goa-Pune,98.21,78.06,44.04,82.0,4170,2485,OVERSPEEDING,NORMAL,1,0,NONE
GT-015,OLD,Prem Chauhan,Mumbai-Goa,85.6,52.72,21.27,75.0,8948,3034,FAST,NORMAL,1,0,NONE
GT-006,OLD,Arjun Verma,Goa-Pune,104.21,48.26,20.8,75.8,4476,3689,OVERSPEEDING,LOW,1,1,WARNING
GT-002,OLD,Harish Tomar,Solapur-Nagpur,47.73,53.31,9.78,75.7,1818,3765,MODERATE,NORMAL,0,0,NONE
GT-022,MID,Naresh Bhatia,Mumbai-Pune,113.03,38.96,65.87,79.6,9356,2361,OVERSPEEDING,LOW,1,1,CRITICAL
GT-021,MID,Ravi Patel,Nashik-Aurangabad,36.95,43.52,23.2,82.7,6845,2236,MODERATE,LOW,0,0,NONE
GT-038,NEW,Prakash Nair,Nashik-Aurangabad,77.65,73.74,65.75,94.0,8057,1042,FAST,NORMAL,1,0,NONE
GT-029,MID,Satish Kumar,Pune-Aurangabad,42.5,46.53,12.9,83.6,4970,2724,MODERATE,LOW,0,0,NONE
GT-003,OLD,Ravi Patel,Solapur-Nagpur,80.53,52.8,17.06,65.9,9339,3238,FAST,NORMAL,1,0,NONE
GT-032,MID,Manoj Gupta,Pune-Solapur,84.27,37.44,46.18,72.1,2358,3176,FAST,LOW,0,0,NONE
GT-020,MID,Satish Kumar,Nashik-Nagpur,95.01,68.42,27.72,85.2,1569,2543,OVERSPEEDING,NORMAL,1,0,NONE
GT-029,MID,Arjun Verma,Kolhapur-Mumbai,89.59,46.44,33.47,82.6,1857,2862,FAST,LOW,1,0,NONE
GT-005,OLD,Vikram Sharma,Nagpur-Aurangabad,62.8,29.72,14.5,73.1,3127,3452,FAST,LOW,0,0,NONE
GT-045,NEW,Mukesh Singh,Mumbai-Goa,111.07,66.6,68.82,100.0,9880,1838,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-019,MID,Pradeep Nair,Solapur-Nagpur,119.12,69.5,40.26,87.5,5496,2863,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-048,NEW,Arjun Verma,Nashik-Aurangabad,31.45,69.49,16.77,99.5,8547,1331,MODERATE,NORMAL,0,0,NONE
GT-050,NEW,Mukesh Singh,Mumbai-Goa,86.45,87.14,121.25,98.6,2468,1889,FAST,NORMAL,1,0,NONE
GT-009,OLD,Ganesh Rao,Kolhapur-Mumbai,109.49,59.82,23.44,68.6,4946,3686,OVERSPEEDING,NORMAL,1,1,WARNING
GT-011,OLD,Bharat Sharma,Nashik-Aurangabad,67.32,60.76,12.71,78.5,8563,2952,FAST,NORMAL,0,0,NONE
GT-013,OLD,Umesh Kapoor,Nagpur-Aurangabad,84.93,54.47,28.01,76.9,7791,2810,FAST,NORMAL,1,0,NONE
GT-042,NEW,Santosh Joshi,Nagpur-Aurangabad,76.21,67.66,38.12,96.0,2012,1584,FAST,NORMAL,1,0,NONE
GT-011,OLD,Navin Joshi,Pune-Kolhapur,83.65,21.09,21.38,73.4,6950,3100,FAST,LOW,0,0,NONE
GT-049,NEW,Manoj Gupta,Mumbai-Goa,118.52,87.47,102.44,96.1,679,1314,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-002,OLD,Vikram Sharma,Mumbai-Pune,119.66,15.43,29.45,69.9,2138,3863,OVERSPEEDING,CRITICAL,1,1,CRITICAL
GT-018,MID,Ravi Patel,Mumbai-Aurangabad,55.02,65.77,17.46,87.1,1388,2592,MODERATE,NORMAL,0,0,NONE
GT-001,OLD,Ravi Patel,Mumbai-Solapur,74.32,58.43,21.36,76.4,4473,2836,FAST,NORMAL,0,0,NONE
GT-042,NEW,Prem Chauhan,Kolhapur-Mumbai,102.21,50.8,148.78,97.1,1634,1438,OVERSPEEDING,NORMAL,1,1,WARNING
GT-029,MID,Naresh Bhatia,Nashik-Aurangabad,63.41,45.08,19.67,90.1,6582,2776,FAST,LOW,0,0,NONE
GT-001,OLD,Pradeep Nair,Aurangabad-Kolhapur,94.89,36.19,27.8,78.4,8513,2744,OVERSPEEDING,LOW,1,0,NONE
GT-015,OLD,Satish Kumar,Nashik-Aurangabad,44.15,23.46,8.41,81.9,9062,2956,MODERATE,LOW,0,0,NONE
GT-017,OLD,Lokesh Verma,Aurangabad-Kolhapur,55.52,32.57,13.41,78.6,8612,3504,MODERATE,LOW,0,0,NONE
GT-022,MID,Arjun Verma,Pune-Solapur,81.79,59.2,30.44,78.1,8679,2386,FAST,NORMAL,1,0,NONE
GT-037,NEW,Rohit Chauhan,Nashik-Aurangabad,100.79,80.62,53.05,98.2,7765,1350,OVERSPEEDING,NORMAL,1,1,WARNING
GT-015,OLD,Bharat Sharma,Pune-Kolhapur,68.74,18.73,12.83,72.5,3885,2902,FAST,CRITICAL,0,0,NONE
GT-013,OLD,Vikram Sharma,Pune-Nashik,72.01,38.03,11.46,75.4,3506,3042,FAST,LOW,0,0,NONE
GT-015,OLD,Lokesh Verma,Mumbai-Pune,46.5,30.42,12.76,70.4,3758,3058,MODERATE,LOW,0,0,NONE
GT-031,MID,Anil Dubey,Nashik-Aurangabad,73.65,70.26,46.06,78.4,3922,2709,FAST,NORMAL,0,0,NONE
GT-013,OLD,Umesh Kapoor,Nagpur-Aurangabad,77.9,29.12,16.15,70.9,7936,2868,FAST,LOW,0,0,NONE
GT-043,NEW,Pradeep Nair,Mumbai-Solapur,113.98,87.97,141.94,93.3,5538,1146,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-013,OLD,Girish Patil,Solapur-Nagpur,101.06,52.37,18.27,78.8,9268,2799,OVERSPEEDING,NORMAL,1,1,WARNING
GT-029,MID,Rakesh Gupta,Mumbai-Pune,35.1,72.18,22.46,82.6,6138,2581,MODERATE,NORMAL,0,0,NONE
GT-025,MID,Rajesh Kumar,Aurangabad-Kolhapur,40.82,38.87,17.39,87.6,1045,2079,MODERATE,LOW,0,0,NONE
GT-012,OLD,Arjun Verma,Mumbai-Aurangabad,49.29,53.75,14.29,77.4,5691,2467,MODERATE,NORMAL,0,0,NONE
GT-015,OLD,Santosh Joshi,Mumbai-Solapur,31.31,62.17,7.2,84.0,5486,2546,MODERATE,NORMAL,0,0,NONE
GT-033,MID,Girish Patil,Pune-Aurangabad,79.7,48.89,29.51,78.9,8373,2683,FAST,LOW,0,0,NONE
GT-009,OLD,Lokesh Verma,Pune-Solapur,73.95,47.43,20.46,66.5,5363,3465,FAST,LOW,0,0,NONE
GT-025,MID,Anil Dubey,Nashik-Aurangabad,67.68,76.59,25.0,85.4,1461,1844,FAST,NORMAL,0,0,NONE
GT-049,NEW,Vinod Yadav,Nashik-Aurangabad,67.33,96.77,99.6,92.0,1578,1467,FAST,NORMAL,0,0,NONE
GT-046,NEW,Naresh Bhatia,Nashik-Nagpur,83.31,81.9,49.86,97.5,8718,1662,FAST,NORMAL,0,0,NONE
GT-014,OLD,Naresh Bhatia,Goa-Pune,38.67,53.0,6.83,73.7,5135,2680,MODERATE,NORMAL,0,0,NONE
GT-032,MID,Arjun Verma,Aurangabad-Kolhapur,52.96,56.88,24.99,86.9,2189,2755,MODERATE,NORMAL,0,0,NONE
GT-050,NEW,Ganesh Rao,Goa-Pune,51.07,90.95,36.85,100.0,8496,1542,MODERATE,NORMAL,0,0,NONE
GT-028,MID,Lokesh Verma,Pune-Aurangabad,37.64,36.12,14.66,81.1,1680,2585,MODERATE,LOW,0,0,NONE
GT-031,MID,Suresh Yadav,Nashik-Aurangabad,46.05,42.77,16.14,82.7,1940,2940,MODERATE,LOW,0,0,NONE
GT-011,OLD,Vikram Sharma,Pune-Nashik,68.7,40.84,19.28,70.8,4061,3312,FAST,LOW,0,0,NONE
GT-045,NEW,Prakash Nair,Pune-Kolhapur,55.67,71.74,38.93,90.1,9302,2017,MODERATE,NORMAL,0,0,NONE
GT-046,NEW,Rakesh Gupta,Goa-Pune,100.12,55.79,59.84,94.4,3479,1151,OVERSPEEDING,NORMAL,1,1,WARNING
GT-026,MID,Suresh Yadav,Pune-Nashik,103.36,73.18,35.14,87.5,2122,2083,OVERSPEEDING,NORMAL,1,1,WARNING
GT-005,OLD,Girish Patil,Mumbai-Nagpur,76.65,43.1,11.85,74.4,7117,3872,FAST,LOW,0,0,NONE
GT-041,NEW,Anil Dubey,Nashik-Aurangabad,86.36,70.15,145.14,99.7,6150,1153,FAST,NORMAL,1,0,NONE
GT-041,NEW,Dinesh Shukla,Kolhapur-Mumbai,83.23,50.54,45.06,100.0,8241,1276,FAST,NORMAL,0,0,NONE
GT-018,MID,Rakesh Gupta,Pune-Nashik,84.2,64.57,37.84,86.6,9207,2474,FAST,NORMAL,1,0,NONE
GT-047,NEW,Ramesh Pandey,Pune-Kolhapur,70.02,94.25,67.85,98.2,1477,2225,FAST,NORMAL,0,0,NONE
GT-018,MID,Ganesh Rao,Pune-Kolhapur,53.95,63.84,16.45,81.4,991,2260,MODERATE,NORMAL,0,0,NONE
GT-025,MID,Girish Patil,Mumbai-Aurangabad,43.37,42.35,13.6,82.9,3709,2578,MODERATE,LOW,0,0,NONE
GT-034,MID,Dinesh Shukla,Solapur-Nagpur,108.91,71.73,49.15,84.0,9718,2109,OVERSPEEDING,NORMAL,1,1,WARNING
GT-023,MID,Mukesh Singh,Mumbai-Solapur,49.55,50.18,14.32,73.8,9427,2908,MODERATE,NORMAL,0,0,NONE
GT-013,OLD,Vikram Sharma,Goa-Pune,42.8,20.0,11.44,80.3,8211,2955,MODERATE,CRITICAL,0,0,NONE
GT-017,OLD,Ramesh Pandey,Nashik-Aurangabad,116.13,18.46,24.61,66.8,5209,3557,OVERSPEEDING,CRITICAL,1,1,CRITICAL
GT-046,NEW,Vinod Yadav,Pune-Nagpur,108.32,87.5,92.58,95.8,6820,1289,OVERSPEEDING,NORMAL,1,1,WARNING
GT-036,NEW,Suresh Yadav,Nashik-Nagpur,72.26,77.06,40.26,96.2,7166,1862,FAST,NORMAL,0,0,NONE
GT-022,MID,Umesh Kapoor,Mumbai-Goa,109.16,42.71,46.47,85.8,8530,2502,OVERSPEEDING,LOW,1,1,WARNING
GT-047,NEW,Lokesh Verma,Aurangabad-Kolhapur,35.02,89.05,32.4,98.6,6998,1686,MODERATE,NORMAL,0,0,NONE
GT-042,NEW,Harish Tomar,Nashik-Nagpur,77.82,58.67,62.76,94.6,2784,1323,FAST,NORMAL,0,0,NONE
GT-022,MID,Vikram Sharma,Pune-Aurangabad,56.06,65.12,34.78,78.7,8363,2616,MODERATE,NORMAL,0,0,NONE
GT-026,MID,Suresh Yadav,Pune-Nagpur,116.42,46.64,46.92,83.0,3319,2110,OVERSPEEDING,LOW,1,1,CRITICAL
GT-038,NEW,Lokesh Verma,Pune-Nashik,71.51,60.88,41.58,100.0,6409,942,FAST,NORMAL,0,0,NONE
GT-001,OLD,Deepak Tiwari,Mumbai-Pune,76.81,18.05,22.85,74.1,678,2960,FAST,CRITICAL,1,0,NONE
GT-001,OLD,Rajesh Kumar,Aurangabad-Kolhapur,76.74,36.13,19.53,81.3,7711,2652,FAST,LOW,0,0,NONE
GT-014,OLD,Rakesh Gupta,Mumbai-Solapur,75.79,60.69,13.68,74.9,7990,2649,FAST,NORMAL,1,0,NONE
GT-031,MID,Prakash Nair,Mumbai-Aurangabad,84.21,66.95,55.0,87.1,9270,2637,FAST,NORMAL,0,0,NONE
GT-016,OLD,Amit Singh,Mumbai-Nagpur,74.86,38.25,11.89,71.8,1881,2775,FAST,LOW,0,0,NONE
GT-037,NEW,Mukesh Singh,Pune-Kolhapur,71.73,51.7,38.67,98.5,1601,1542,FAST,NORMAL,0,0,NONE
GT-029,MID,Mukesh Singh,Mumbai-Pune,79.03,74.03,35.33,79.1,6579,2801,FAST,NORMAL,1,0,NONE
GT-008,OLD,Ravi Patel,Pune-Aurangabad,112.11,46.66,27.61,72.1,5454,3107,OVERSPEEDING,LOW,1,1,CRITICAL
GT-037,NEW,Lokesh Verma,Mumbai-Aurangabad,75.63,68.8,60.31,93.0,9972,1505,FAST,NORMAL,0,0,NONE
GT-031,MID,Rohit Chauhan,Mumbai-Aurangabad,79.79,53.86,29.65,87.4,4946,2779,FAST,NORMAL,0,0,NONE
GT-001,OLD,Rohit Chauhan,Pune-Nashik,35.32,41.26,6.14,76.2,7530,2702,MODERATE,LOW,0,0,NONE
GT-028,MID,Lokesh Verma,Pune-Solapur,72.15,41.35,38.96,88.4,8291,2429,FAST,LOW,1,0,NONE
GT-002,OLD,Satish Kumar,Nashik-Nagpur,57.77,36.37,12.79,63.2,8899,3724,MODERATE,LOW,0,0,NONE
GT-045,NEW,Anil Dubey,Kolhapur-Mumbai,116.66,63.83,70.19,97.0,2894,1846,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-019,MID,Ganesh Rao,Solapur-Nagpur,79.95,48.63,39.38,78.1,628,2740,FAST,LOW,1,0,NONE
GT-028,MID,Suresh Yadav,Aurangabad-Kolhapur,41.38,62.93,25.93,86.5,6568,2434,MODERATE,NORMAL,0,0,NONE
GT-011,OLD,Pradeep Nair,Nagpur-Aurangabad,76.82,56.12,15.53,74.9,4614,3234,FAST,NORMAL,0,0,NONE
GT-013,OLD,Harish Tomar,Nashik-Aurangabad,75.44,59.34,14.63,87.3,9951,3071,FAST,NORMAL,0,0,NONE
GT-006,OLD,Bharat Sharma,Nashik-Nagpur,73.02,50.59,16.27,77.2,1850,3181,FAST,NORMAL,0,0,NONE
GT-037,NEW,Girish Patil,Mumbai-Nashik,46.65,58.29,51.15,95.0,6443,1203,MODERATE,NORMAL,0,0,NONE
GT-013,OLD,Girish Patil,Mumbai-Nagpur,62.71,15.12,19.01,79.1,8632,2702,FAST,CRITICAL,0,0,NONE
GT-038,NEW,Sanjay Mishra,Nashik-Aurangabad,84.65,53.08,87.99,96.8,596,1499,FAST,NORMAL,0,0,NONE
GT-041,NEW,Navin Joshi,Pune-Nashik,31.06,75.11,31.57,98.7,3655,1165,MODERATE,NORMAL,0,0,NONE
GT-042,NEW,Umesh Kapoor,Mumbai-Goa,113.76,84.16,100.49,93.4,1077,1571,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-041,NEW,Pradeep Nair,Pune-Solapur,118.56,72.23,76.79,100.0,9199,888,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-015,OLD,Mahesh Iyer,Pune-Solapur,52.67,50.64,9.66,68.2,2438,3323,MODERATE,NORMAL,0,0,NONE
GT-003,OLD,Girish Patil,Pune-Kolhapur,30.22,55.71,6.58,71.1,8854,3186,MODERATE,NORMAL,0,0,NONE
GT-046,NEW,Arjun Verma,Pune-Nagpur,87.9,50.03,56.67,100.0,5611,1308,FAST,NORMAL,1,0,NONE
GT-021,MID,Dinesh Shukla,Pune-Solapur,38.16,53.02,11.29,77.3,6086,2506,MODERATE,NORMAL,0,0,NONE
GT-028,MID,Prakash Nair,Pune-Nagpur,77.5,55.2,49.62,78.7,5384,2598,FAST,NORMAL,1,0,NONE
GT-013,OLD,Arjun Verma,Mumbai-Nashik,55.33,52.91,8.54,71.1,3546,3044,MODERATE,NORMAL,0,0,NONE
GT-029,MID,Ramesh Pandey,Mumbai-Nagpur,38.86,77.84,13.38,81.4,8938,2800,MODERATE,NORMAL,0,0,NONE
GT-046,NEW,Vikram Sharma,Nagpur-Aurangabad,40.08,69.28,42.77,95.5,4309,1423,MODERATE,NORMAL,0,0,NONE
GT-008,OLD,Ramesh Pandey,Solapur-Nagpur,51.19,43.8,14.82,77.3,8563,3259,MODERATE,LOW,0,0,NONE
GT-009,OLD,Prem Chauhan,Solapur-Nagpur,113.68,38.04,21.26,73.3,3671,3566,OVERSPEEDING,LOW,1,1,CRITICAL
GT-034,MID,Santosh Joshi,Nagpur-Aurangabad,102.69,59.77,37.62,84.1,2421,2477,OVERSPEEDING,NORMAL,1,1,WARNING
GT-007,OLD,Ganesh Rao,Pune-Aurangabad,74.08,52.23,11.4,69.5,3584,3391,FAST,NORMAL,0,0,NONE
